codename,id,name,description,views,created_at,updated_at,is_published,language_id,category_id,joined_tag_names,language_code,next_expiration_on,language_code
hoe-genereer-ik-een-actiepunten-rapportage-voor-onderaannemers,293140,Hoe genereer ik een actiepunten rapportage voor onderaannemers?,"",1304,2018-01-03 09:49:46 UTC,2019-01-21 08:42:46 UTC,true,7,,,,,,nl_NL
hoe-tekeningen-voorbereiden-en-uploaden,293297,Hoe tekeningen voorbereiden en uploaden?,"",1803,2018-01-04 07:59:35 UTC,2018-01-23 15:14:27 UTC,true,7,,,,,,nl_NL
355546-bewerk-bekijk-projecten-op-bedrijfsniveau,355546,Bewerk / Bekijk Projecten (op Bedrijfsniveau),"",916,2019-01-07 09:43:21 UTC,2019-01-07 10:25:37 UTC,true,7,,,,,,nl_NL
358090-ik-kan-een-gebruiker-niet-toevoegen-ik-zie-de-gebruiker-niet-in-het-project-maar-het-systeem-zegt-dat-het-e-mailadres-al-bestaat-wat-is-er-aan-de-hand,358090,"Ik kan een gebruiker niet toevoegen. Ik zie de gebruiker niet in het project, maar het systeem zegt dat het e-mailadres al bestaat. Wat is er aan de hand? ","",941,2019-01-15 11:07:05 UTC,2019-01-15 12:36:35 UTC,true,7,,,,,,nl_NL
355161-hoe-stel-ik-de-rechten-voor-kpi-dashboards-in,355161,Hoe stel ik de rechten voor KPI dashboards in?,"",859,2019-01-03 14:55:15 UTC,2019-01-03 15:15:56 UTC,true,7,,,,,,nl_NL
356455-import-export-inspectie-formulieren-templates,356455,Import/Export Inspectie Formulieren Templates,"",1207,2019-01-08 11:18:22 UTC,2019-01-08 12:48:36 UTC,true,7,,,,,,nl_NL
358102-locatie-gereed-voor-inspectie,358102,Locatie Gereed voor Inspectie,"",1000,2019-01-15 12:38:38 UTC,2019-01-15 13:03:27 UTC,true,7,,,,,,nl_NL
354753-onderaannemer,354753,Onderaannemer,"",1112,2018-12-31 12:19:27 UTC,2018-12-31 14:53:39 UTC,true,7,,,,,,nl_NL
356453-kan-ik-een-inspectie-template-verwijderen-op-bedrijfsniveau,356453,Kan ik een Inspectie template verwijderen op Bedrijfsniveau?,"",896,2019-01-08 10:50:53 UTC,2019-01-08 10:59:58 UTC,true,7,,,,,,nl_NL
306970,306970,如何汇入缺陷列表？,"",1073,2018-04-09 08:35:24 UTC,2018-04-19 09:11:18 UTC,true,13,,,,,,cn_CN
305218,305218,"如何准备及上传图纸？
","",1479,2018-03-26 10:01:37 UTC,2018-04-19 03:47:17 UTC,true,13,,,,,,cn_CN
305040,305040,如何添加一个缺陷？,"",3,2018-03-23 08:39:17 UTC,2018-04-16 05:32:55 UTC,true,13,,,,,,cn_CN
330060,330060,导入/导出检查表格模板,"",1775,2018-07-31 09:16:53 UTC,2018-07-31 10:20:05 UTC,true,13,,,,,,cn_CN
306969,306969,"如何设计缺陷列表？
","",2352,2018-04-09 08:34:11 UTC,2018-04-19 08:41:41 UTC,true,13,,,,,,cn_CN
293093-can-i-set-up-auto-sync,293093,我可以设置自动同步么？,"",1135,2018-01-03 08:02:01 UTC,2019-06-19 03:25:53 UTC,true,13,,,,,,cn_CN
305042,305042,可否在一个缺陷里添加多张相片？,"",1199,2018-03-23 08:53:36 UTC,2018-04-16 05:34:41 UTC,true,13,,,,,,cn_CN
321270,321270,可列印表现指标总览吗？,"",1181,2018-06-08 09:03:43 UTC,2018-06-08 09:09:49 UTC,true,13,,,,,,cn_CN
312905,312905,如何设置图纸区域？,"",1592,2018-04-27 04:54:52 UTC,2018-04-30 05:44:27 UTC,true,13,,,,,,cn_CN
293088-overview-for-management,293088,"管理团队应用简介
","",1159,2018-01-03 07:58:07 UTC,2018-03-22 08:50:44 UTC,true,13,,,,,,cn_CN
305210,305210,如何将文件由一个资料夹转移到另一个？,"",1113,2018-03-26 09:34:30 UTC,2018-04-18 10:14:45 UTC,true,13,,,,,,cn_CN
305048,305048,如何查找缺陷？,"",1247,2018-03-23 09:21:35 UTC,2018-04-16 05:47:58 UTC,true,13,,,,,,cn_CN
305170,305170,如何得到工作流程历史纪录？,"",1306,2018-03-26 05:02:10 UTC,2018-04-17 03:41:16 UTC,true,13,,,,,,cn_CN
305176,305176,如何将文件和表格解除链接？,"",1232,2018-03-26 05:56:17 UTC,2019-02-01 05:06:12 UTC,true,13,,,,,,cn_CN
306956,306956,如何为所有用户设置检查项目通知？,"",1528,2018-04-09 05:25:34 UTC,2018-04-19 08:28:36 UTC,true,13,,,,,,cn_CN
306972,306972,"如何将每个项目添加到缺陷列表？
","",1090,2018-04-09 08:36:55 UTC,2018-04-19 09:00:46 UTC,true,13,,,,,,cn_CN
305204,305204,如何上传文档？,"",1034,2018-03-26 09:06:34 UTC,2018-04-18 09:35:29 UTC,true,13,,,,,,cn_CN
305179,305179,如何搜索表格？,"",1293,2018-03-26 06:00:31 UTC,2018-04-17 09:11:50 UTC,true,13,,,,,,cn_CN
306974,306974,如何为项目启用特定的缺陷类别？,"",1046,2018-04-09 08:40:33 UTC,2018-04-19 09:29:59 UTC,true,13,,,,,,cn_CN
305172,305172,如何在表格更新后收到通知？,"",1275,2018-03-26 05:39:58 UTC,2018-04-17 04:14:59 UTC,true,13,,,,,,cn_CN
308330,308330,如何编缉现有的图纸集？,"",1001,2018-04-16 04:16:12 UTC,2018-04-19 04:31:30 UTC,true,13,,,,,,cn_CN
306976,306976,如何设置表格模板及流程？,"",2522,2018-04-09 08:42:14 UTC,2018-05-02 03:53:21 UTC,true,13,,,,,,cn_CN
305046,305046,什麼是添加後續缺陷？,"",1066,2018-03-23 09:17:33 UTC,2018-04-16 05:35:46 UTC,true,13,,,,,,cn_CN
308327,308327,如何编缉已有的名单？,"",1161,2018-04-16 03:43:33 UTC,2018-04-20 04:46:46 UTC,true,13,,,,,,cn_CN
305215,305215,如何对图纸进行分组（图纸集）？,"",1269,2018-03-26 09:51:56 UTC,2018-04-19 03:39:06 UTC,true,13,,,,,,cn_CN
315548,315548,能否控制或查阅文件版本？,"",1027,2018-05-08 05:16:27 UTC,2018-05-08 09:35:01 UTC,true,13,,,,,,cn_CN
306945,306945,如何在图纸上设置位置？,"",1205,2018-04-09 03:40:40 UTC,2018-04-19 04:55:37 UTC,true,13,,,,,,cn_CN
305152,305152,在哪里可以收到缺陷通知？,"",1560,2018-03-26 02:45:16 UTC,2018-04-16 05:58:28 UTC,true,13,,,,,,cn_CN
305203,305203,如何创建一个文件夹,"",976,2018-03-26 09:05:34 UTC,2018-04-18 09:34:21 UTC,true,13,,,,,,cn_CN
305180,305180,如何看到表格通知？,"",1236,2018-03-26 06:12:55 UTC,2018-04-17 09:41:52 UTC,true,13,,,,,,cn_CN
306982,306982,"如何为项目启用表格模板？
","",1469,2018-04-09 09:01:10 UTC,2018-04-20 05:16:58 UTC,true,13,,,,,,cn_CN
306950,306950,如何添加承办商？,"",2014,2018-04-09 04:04:07 UTC,2018-04-19 05:46:22 UTC,true,13,,,,,,cn_CN
306954,306954,"如何为所有用户设置缺陷通知？
","",1470,2018-04-09 04:43:16 UTC,2018-04-19 07:49:58 UTC,true,13,,,,,,cn_CN
305213,305213,如何根据位置查找文件？,"",1080,2018-03-26 09:47:39 UTC,2018-04-19 03:22:45 UTC,true,13,,,,,,cn_CN
305200-snagr,305200,"如何将SnagR系统中生成的表格生成一个列表？
","",1438,2018-03-26 08:56:38 UTC,2018-04-17 10:34:43 UTC,true,13,,,,,,cn_CN
305206,305206,如何将文件与位置相链接,"",1101,2018-03-26 09:08:58 UTC,2018-04-18 09:57:58 UTC,true,13,,,,,,cn_CN
293091-how-do-i-download-a-project,293091,How do I download a project?,"",1173,2018-01-03 08:00:35 UTC,2018-01-03 08:01:48 UTC,true,13,,,,,,cn_CN
306983-excel,306983,[将表格内容导出到Excel] 如何设置模板？,"",2508,2018-04-09 09:02:20 UTC,2018-05-02 05:10:19 UTC,true,13,,,,,,cn_CN
305163,305163,如何为分判商创建缺陷报告？,"",1232,2018-03-26 04:14:24 UTC,2018-04-16 09:27:01 UTC,true,13,,,,,,cn_CN
306940,306940,"如何将图纸链接在一起（手动）？
","",1058,2018-04-09 03:23:11 UTC,2018-04-19 04:06:14 UTC,true,13,,,,,,cn_CN
305166,305166,如何得到缺陷数量的摘要报告？,"",1135,2018-03-26 04:51:56 UTC,2018-04-16 09:46:49 UTC,true,13,,,,,,cn_CN
305156,305156,多个缺陷图钉叠在一起，怎么办？,"",1452,2018-03-26 03:30:27 UTC,2018-04-16 07:48:16 UTC,true,13,,,,,,cn_CN
305154,305154,可以删除缺陷么？,"",1035,2018-03-26 03:08:24 UTC,2018-04-16 07:31:18 UTC,true,13,,,,,,cn_CN
326639,326639,"如何查看缺陷编缉历史？
","",981,2018-07-12 09:21:29 UTC,2018-07-20 08:29:28 UTC,true,13,,,,,,cn_CN
313260,313260,如何设置电子表格？,"",1583,2018-05-02 03:48:42 UTC,2018-05-11 09:20:36 UTC,true,13,,,,,,cn_CN
305157,305157,"如何将整合的缺陷再拆分？
","",1088,2018-03-26 03:34:33 UTC,2018-04-16 08:24:28 UTC,true,13,,,,,,cn_CN
293095-how-can-i-go-from-one-drawing-to-another,293095,How can I go from one drawing to another?,"",1127,2018-01-03 08:03:01 UTC,2018-01-03 08:03:25 UTC,true,13,,,,,,cn_CN
293090-getting-started-3-3-intro-overview-for-subcontractors,293090,Overview for Subcontractors,"",1087,2018-01-03 07:59:47 UTC,2018-01-03 08:00:16 UTC,true,13,,,,,,cn_CN
316400,316400,"如何设置权限？ （表格）
","",2157,2018-05-11 04:13:44 UTC,2018-05-11 04:27:13 UTC,true,13,,,,,,cn_CN
305047,305047,"更改照片尺寸？
","",1511,2018-03-23 09:19:41 UTC,2018-04-16 05:36:11 UTC,true,13,,,,,,cn_CN
305164,305164,如何让报告只显示缺陷的头尾两张相片？,"",1536,2018-03-26 04:51:02 UTC,2018-04-16 09:42:57 UTC,true,13,,,,,,cn_CN
293092-why-should-i-synchronise,293092,Why should I synchronise?,"",1217,2018-01-03 08:01:17 UTC,2018-01-03 08:01:39 UTC,true,13,,,,,,cn_CN
311757,311757,如何批量编缉缺陷？,"",1025,2018-04-23 10:03:44 UTC,2018-04-23 10:32:49 UTC,true,13,,,,,,cn_CN
305162,305162,缺陷报告可以自动生成么？,"",1488,2018-03-26 04:02:49 UTC,2018-04-16 09:23:20 UTC,true,13,,,,,,cn_CN
305044,305044,可否复制粘贴缺陷？,"",1192,2018-03-23 08:55:35 UTC,2018-05-08 09:02:29 UTC,true,13,,,,,,cn_CN
306952,306952,如何编辑用户和承办商？,"",1398,2018-04-09 04:32:02 UTC,2018-04-19 07:30:45 UTC,true,13,,,,,,cn_CN
308352,308352,如何更改密码？,"",1245,2018-04-16 09:52:30 UTC,2018-04-16 09:53:55 UTC,true,13,,,,,,cn_CN
306973,306973,如何编辑缺陷列表上的项目？,"",1147,2018-04-09 08:38:22 UTC,2018-04-19 09:23:50 UTC,true,13,,,,,,cn_CN
305221,305221,建立重复单位的最快方法是什么？,"",1549,2018-03-26 10:23:52 UTC,2018-04-19 03:53:57 UTC,true,13,,,,,,cn_CN
305159,305159,图钉的颜色代表什么呢？,"",1606,2018-03-26 03:51:24 UTC,2018-11-02 03:00:32 UTC,true,13,,,,,,cn_CN
305153,305153,我可以编辑缺陷么？,"",1117,2018-03-26 03:03:21 UTC,2018-05-29 04:52:32 UTC,true,13,,,,,,cn_CN
306948,306948,如何发送密码提醒？,"",1401,2018-04-09 03:57:11 UTC,2018-04-19 05:11:27 UTC,true,13,,,,,,cn_CN
305155,305155,可以移動一個缺陷圖釘麼？,"",1271,2018-03-26 03:28:28 UTC,2018-04-16 07:41:02 UTC,true,13,,,,,,cn_CN
305161,305161,如何生成一份缺陷报告？,"",1094,2018-03-26 03:55:18 UTC,2018-04-16 08:54:37 UTC,true,13,,,,,,cn_CN
305208,305208,如何删除文件？,"",1053,2018-03-26 09:14:47 UTC,2018-04-18 10:07:35 UTC,true,13,,,,,,cn_CN
305168,305168,网页版如何完成表格？,"",1476,2018-03-26 04:57:10 UTC,2018-04-16 10:22:52 UTC,true,13,,,,,,cn_CN
305175,305175,如何将缺陷从表格上解除链接？,"",1292,2018-03-26 05:55:18 UTC,2018-04-17 04:48:29 UTC,true,13,,,,,,cn_CN
305188-pdf,305188,如何将附有缺陷或者文档的表格导出为PDF文件？,"",1675,2018-03-26 07:42:40 UTC,2018-04-17 10:14:32 UTC,true,13,,,,,,cn_CN
305169,305169,可以追踪表格的改变么？,"",1449,2018-03-26 05:00:55 UTC,2018-04-16 10:29:40 UTC,true,13,,,,,,cn_CN
305041,305041,一个图钉上可以有多个缺陷吗？,"",1129,2018-03-23 08:46:30 UTC,2018-04-16 05:34:18 UTC,true,13,,,,,,cn_CN
305205,305205,"谁可以登入文件储存库
","",1145,2018-03-26 09:07:48 UTC,2018-03-26 09:08:54 UTC,true,13,,,,,,cn_CN
305158,305158,如何消項？,"",1261,2018-03-26 03:36:22 UTC,2018-05-29 03:51:06 UTC,true,13,,,,,,cn_CN
305171,305171,如何根据單一表格发送通知？,"",1165,2018-03-26 05:03:44 UTC,2018-04-17 03:57:09 UTC,true,13,,,,,,cn_CN
305184-pdf,305184,表格可以以PDF格式导出么？,"",1704,2018-03-26 07:08:36 UTC,2018-04-17 09:47:43 UTC,true,13,,,,,,cn_CN
305174,305174,如何将缺陷链接到表格上？,"",1219,2018-03-26 05:42:48 UTC,2018-04-17 04:37:01 UTC,true,13,,,,,,cn_CN
305173,305173,可以删除表格吗？,"",1012,2018-03-26 05:40:57 UTC,2018-04-26 04:13:53 UTC,true,13,,,,,,cn_CN
305165,305165,如何查看数据分析？,"",1196,2018-03-26 04:51:55 UTC,2018-04-16 09:48:47 UTC,true,13,,,,,,cn_CN
293089-overview-for-inspection-teams-consultants,293089,验收和顾问团队应用简介,"",1119,2018-01-03 07:59:17 UTC,2018-04-16 04:34:25 UTC,true,13,,,,,,cn_CN
305207,305207,如何删除一个资料夹？,"",1175,2018-03-26 09:10:04 UTC,2018-04-18 09:59:55 UTC,true,13,,,,,,cn_CN
306949,306949,如何添加用户？,"",1450,2018-04-09 03:58:31 UTC,2018-04-19 05:24:19 UTC,true,13,,,,,,cn_CN
293094-getting-started-key-nav-1-3-what-is-issue-mode-and-form-mode,293094,What is Issue Mode and Form Mode?,"",1256,2018-01-03 08:02:37 UTC,2018-01-03 08:02:52 UTC,true,13,,,,,,cn_CN
305167,305167,移动设备上如何完成表格？,"",1106,2018-03-26 04:54:55 UTC,2018-04-16 10:12:40 UTC,true,13,,,,,,cn_CN
306980,306980,如何自制名单于表格上？,"",2035,2018-04-09 08:54:49 UTC,2018-05-02 07:14:59 UTC,true,13,,,,,,cn_CN
306941,306941,如何将图纸链接在一起（自动）？,"",1212,2018-04-09 03:26:36 UTC,2018-04-19 04:18:50 UTC,true,13,,,,,,cn_CN
328534,328534,谁可以查看表现指标总览呢？,"",979,2018-07-20 04:47:06 UTC,2018-07-20 05:03:29 UTC,true,13,,,,,,cn_CN
319036,319036,買家驗收,"",1766,2018-05-30 03:39:38 UTC,2018-06-01 04:28:09 UTC,true,13,,,,,,cn_CN
305202,305202,如何从模板导出资料？,"",1952,2018-03-26 09:00:02 UTC,2018-04-25 10:43:17 UTC,true,13,,,,,,cn_CN
305209,305209,"什么是资料包？
","",2108,2018-03-26 09:16:20 UTC,2018-04-18 10:14:24 UTC,true,13,,,,,,cn_CN
293097-remove-and-re-add-project,293097,Remove and re-add project,"",961,2018-01-03 08:05:04 UTC,2018-01-03 08:05:19 UTC,true,13,,,,,,cn_CN
293099-common-issues-in-project-download,293099,Common Issues in Project Download,"",1393,2018-01-03 08:05:31 UTC,2018-01-03 08:05:45 UTC,true,13,,,,,,cn_CN
306942,306942,"如何编辑现有的图纸？
","",1678,2018-04-09 03:29:11 UTC,2018-04-19 04:26:04 UTC,true,13,,,,,,cn_CN
305211,305211,如何下载文件？,"",1150,2018-03-26 09:37:46 UTC,2018-04-18 10:37:04 UTC,true,13,,,,,,cn_CN
316399,316399,"如何设置权限？ （缺陷）
","",1355,2018-05-11 03:52:43 UTC,2018-05-11 04:15:14 UTC,true,13,,,,,,cn_CN
305178,305178,如何将文件链接到表格上？,"",1303,2018-03-26 05:56:33 UTC,2019-02-01 05:04:59 UTC,true,13,,,,,,cn_CN
305160,305160,可以针对个别缺陷发送通知么？,"",1043,2018-03-26 03:53:41 UTC,2018-04-16 08:45:33 UTC,true,13,,,,,,cn_CN
305177,305177,"如何上传文档附在表格上？
","",1987,2018-03-26 05:56:32 UTC,2018-04-17 08:36:43 UTC,true,13,,,,,,cn_CN
306957,306957,如何管理电子邮件通知？,"",1662,2018-04-09 05:27:44 UTC,2018-04-19 08:30:18 UTC,true,13,,,,,,cn_CN
386417,386417,我無法添加用戶，在項目中沒有看到他/她，但系統說電子郵件已經存在。 怎麼了？,"",947,2019-05-09 03:57:06 UTC,2019-05-09 04:08:22 UTC,true,15,,,,,,t_CN
387517-import-project-checklists-at-project-level,387517,查看/更新/匯入/編輯項目檢查清單,"",959,2019-05-14 04:35:32 UTC,2019-07-12 05:01:05 UTC,true,15,,,,,,t_CN
384098,384098,開發者,"",,2019-04-30 09:39:09 UTC,2019-04-30 10:21:20 UTC,false,15,,,,,,t_CN
399352,399352,同時 “關閉（失敗）” 相關表格？,"",948,2019-06-25 04:57:38 UTC,2019-06-26 03:28:48 UTC,true,15,,,,,,t_CN
440931,440931,如何編輯表格詳情？,"",801,2019-08-06 09:57:11 UTC,2019-08-06 10:36:32 UTC,true,15,,,,,,t_CN
292116-untitled-question,292116,Untitled Question,,,2017-12-22 05:10:33 UTC,2017-12-22 05:10:33 UTC,false,15,,,,,,t_CN
384045,384045,分判商,"",,2019-04-30 04:09:51 UTC,2019-04-30 09:52:48 UTC,false,15,,,,,,t_CN
384047,384047,主承辦商,"",,2019-04-30 05:27:15 UTC,2019-04-30 10:17:13 UTC,false,15,,,,,,t_CN
384111,384111,生產商,"",,2019-04-30 10:05:26 UTC,2019-04-30 10:16:51 UTC,false,15,,,,,,t_CN
386759-can-i-search-inspection-forms-by-its-content,386759,我可以按其內容搜索檢查表格嗎？,"",9,2019-05-10 09:34:34 UTC,2019-08-09 10:49:21 UTC,false,15,,,,,,t_CN
386786-how-do-i-view-and-submit-permits,386786,如何查看和提交許可證？,"",10,2019-05-10 09:58:49 UTC,2019-08-08 05:42:31 UTC,false,15,,,,,,t_CN
387513-how-to-create-a-hierarchical-list,387513,How to create a Hierarchical List? ,"",,2019-05-14 04:28:32 UTC,2019-08-09 08:56:59 UTC,false,15,,,,,,t_CN
387514-how-can-i-remove-a-form-template-from-an-inspection-template,387514,How can I remove a form template from an inspection template?,"",,2019-05-14 04:29:06 UTC,2019-08-09 10:15:46 UTC,false,15,,,,,,t_CN
387515-can-i-remove-the-inspection-template-at-company-level,387515,Can I remove the inspection template at company level?,"",,2019-05-14 04:29:21 UTC,2019-08-09 10:36:09 UTC,false,15,,,,,,t_CN
307811,307811,如何編緝已有的名單/清單？,"",987,2018-04-13 09:48:14 UTC,2019-08-06 09:54:45 UTC,true,15,,,,,,t_CN
383733,383733,地盤日記,"",1779,2019-04-29 04:38:52 UTC,2019-08-09 10:16:07 UTC,true,15,,,,,,t_CN
400021-untitled-question,400021,如何重置雙重身份驗證密鑰 (2FA Key)？,"",1388,2019-06-27 08:55:57 UTC,2019-08-08 08:44:40 UTC,true,15,,,,,,t_CN
289908,289908,如何看到表格通知？,"",1250,2017-12-07 09:50:01 UTC,2019-07-26 10:31:16 UTC,true,15,,,,,,t_CN
291600,291600,如何下載文件？,"",1162,2017-12-19 09:07:30 UTC,2018-03-26 09:46:03 UTC,true,15,,,,,,t_CN
303587,303587,如何添加承辦商？,"",1404,2018-03-08 05:37:10 UTC,2018-03-08 07:42:57 UTC,true,15,,,,,,t_CN
303594,303594,如何管理電子郵件通知？,"",1326,2018-03-08 07:59:46 UTC,2018-03-09 09:00:43 UTC,true,15,,,,,,t_CN
280502,280502,"我可以登錄網站，但我不能在APP上登錄。 怎麼了？
","",1414,2017-10-12 08:13:45 UTC,2019-05-09 03:22:18 UTC,true,15,,,,,,t_CN
383514,383514,安全檢查,"",1057,2019-04-26 08:53:07 UTC,2019-08-08 10:10:49 UTC,true,15,,,,,,t_CN
285774,285774,如何將整合的缺陷再拆分？,"",971,2017-11-08 07:40:21 UTC,2018-03-09 04:54:25 UTC,true,15,,,,,,t_CN
290534,290534,如何創建一個文件夾,"",1136,2017-12-08 09:26:53 UTC,2018-03-09 08:18:11 UTC,true,15,,,,,,t_CN
303596,303596,我在項目上看不到檢查表格，為甚麼？,"",1256,2018-03-08 08:39:27 UTC,2019-05-10 10:58:03 UTC,true,15,,,,,,t_CN
303427,303427,如何匯入缺陷列表？,"",1054,2018-03-07 08:04:25 UTC,2018-04-09 08:35:48 UTC,true,15,,,,,,t_CN
287066,287066,如何得到工作流程歷史紀錄？,"",1505,2017-11-21 08:09:25 UTC,2018-03-09 05:29:47 UTC,true,15,,,,,,t_CN
list-cn,304213,如何自製名單於表格上？,"",1920,2018-03-15 10:14:52 UTC,2018-05-02 06:54:02 UTC,true,15,,,,,,t_CN
385995,385995,主承辦商,"",1078,2019-05-07 04:09:11 UTC,2019-05-07 04:10:32 UTC,true,15,,,,,,t_CN
386416-app,386416,我無法在APP上同步。 我該怎麼辦？,"",855,2019-05-09 03:26:43 UTC,2019-05-10 05:09:31 UTC,true,15,,,,,,t_CN
386031,386031,我可以篩選圖紙上的缺陷問題嗎？,"",1212,2019-05-07 09:54:39 UTC,2019-05-07 09:55:59 UTC,true,15,,,,,,t_CN
291599,291599,如何將文件由一個資料夾轉移到另一個？,"",1060,2017-12-19 09:00:51 UTC,2018-03-09 08:25:16 UTC,true,15,,,,,,t_CN
328385,328385,誰可以查看表現指標總覽呢？,"",1254,2018-07-19 09:54:53 UTC,2018-07-20 05:05:34 UTC,true,15,,,,,,t_CN
303442,303442,如何在圖紙上設置位置？,"",1227,2018-03-07 09:38:26 UTC,2019-05-10 10:33:37 UTC,true,15,,,,,,t_CN
289914-pdf,289914,表格可以以PDF格式導出麼？,"",1230,2017-12-07 10:06:19 UTC,2018-04-17 09:48:44 UTC,true,15,,,,,,t_CN
286324,286324,可以針對個別缺陷發送通知麼？,"",1063,2017-11-14 03:50:30 UTC,2018-03-09 05:06:45 UTC,true,15,,,,,,t_CN
280494,280494,移除和重新添加項目,"",1366,2017-10-12 04:54:51 UTC,2019-05-30 05:51:59 UTC,true,15,,,,,,t_CN
291813,291813,如何根據位置查找文件？,"",1100,2017-12-20 02:51:29 UTC,2019-08-08 08:53:01 UTC,true,15,,,,,,t_CN
380418,380418,買方驗收,"",1214,2019-04-16 05:39:24 UTC,2019-08-09 10:49:03 UTC,true,15,,,,,,t_CN
387518-create-construction-stages,387518,建立/編輯工程階段進度檢查（公司管理區域）,"",1347,2019-05-14 04:35:32 UTC,2019-07-19 09:10:56 UTC,true,15,,,,,,t_CN
387524-view-edit-delete-permit-inspection,387524,查看/編輯/刪除許可證檢查,"",818,2019-05-14 04:45:48 UTC,2019-08-20 07:18:03 UTC,true,15,,,,,,t_CN
280105,280105,我可以設置自動同步麼？,"",1317,2017-10-11 08:49:58 UTC,2019-06-19 03:25:12 UTC,true,15,,,,,,t_CN
403231,403231,管理承辦商（公司管理區域）,"",1139,2019-07-08 03:39:37 UTC,2019-07-08 04:18:07 UTC,true,15,,,,,,t_CN
286735,286735,如何為分判商創建缺陷報告？,"",1250,2017-11-17 07:51:48 UTC,2019-05-10 08:21:12 UTC,true,15,,,,,,t_CN
412571,412571,如何授權於移動設備上啟用位置數據？,"",896,2019-08-01 05:01:58 UTC,2019-08-01 10:30:24 UTC,true,15,,,,,,t_CN
386706-snagr,386706,SnagR支援哪些系統版本？,"",902,2019-05-10 08:32:49 UTC,2019-05-10 08:34:01 UTC,true,15,,,,,,t_CN
291595,291595,如何刪除文件？,"",1057,2017-12-19 08:42:05 UTC,2018-03-09 08:23:43 UTC,true,15,,,,,,t_CN
311755,311755,如何批量編緝缺陷？,"",1144,2018-04-23 08:32:00 UTC,2018-04-23 10:24:32 UTC,true,15,,,,,,t_CN
330059,330059,導入/導出檢查表格模板,"",1252,2018-07-31 09:16:34 UTC,2018-07-31 10:08:22 UTC,true,15,,,,,,t_CN
383728,383728,工作許可證,"",1286,2019-04-29 02:28:46 UTC,2019-08-09 05:46:49 UTC,true,15,,,,,,t_CN
385997,385997,製造商,"",943,2019-05-07 04:11:09 UTC,2019-05-07 04:11:34 UTC,true,15,,,,,,t_CN
280574,280574,我可以在同一缺陷中添加更多照片嗎？,"",984,2017-10-13 05:51:08 UTC,2019-08-08 06:03:20 UTC,true,15,,,,,,t_CN
314106,314106,能否控制或查閱文件版本？,"",1054,2018-05-07 09:43:12 UTC,2018-05-08 05:39:26 UTC,true,15,,,,,,t_CN
303443,303443,如何將圖紙鏈接在一起（自動）？,"",1174,2018-03-07 09:38:37 UTC,2018-03-09 08:42:17 UTC,true,15,,,,,,t_CN
280662,280662,如何查找缺陷？,"",1231,2017-10-16 09:35:03 UTC,2019-05-07 05:15:00 UTC,true,15,,,,,,t_CN
319706,319706,如何查看或列印表現指標總覽？,"",1313,2018-06-01 09:11:10 UTC,2019-06-25 04:53:21 UTC,true,15,,,,,,t_CN
379661-defect-management,379661,缺陷管理,"",1029,2019-04-12 10:13:36 UTC,2019-08-09 05:56:05 UTC,true,15,,,,,,t_CN
291590,291590,如何將文件與位置相鏈接,"",1380,2017-12-19 05:42:22 UTC,2019-08-08 08:54:08 UTC,true,15,,,,,,t_CN
386715-how-do-i-generate-a-custom-report,386715,如何生成訂製報告？,"",892,2019-05-10 08:42:18 UTC,2019-06-10 06:03:50 UTC,true,15,,,,,,t_CN
380463,380463,檢查請求 (RISC),"",958,2019-04-16 10:14:37 UTC,2019-08-09 09:57:53 UTC,true,15,,,,,,t_CN
387521-how-can-i-enable-auto-close-for-photo-diaries,387521,如何啟用自動關閉功能？,"",944,2019-05-14 04:41:18 UTC,2019-07-08 05:42:46 UTC,true,15,,,,,,t_CN
386034,386034,"關閉已確認的位置 / 關閉並移交位置
","",1164,2019-05-07 10:30:30 UTC,2019-08-20 08:56:43 UTC,true,15,,,,,,t_CN
386826-terminology-at-company-level,386826,術語 （公司管理區域）,"",1219,2019-05-10 10:56:31 UTC,2019-07-04 10:07:59 UTC,true,15,,,,,,t_CN
291598,291598,什麼是資料包？,"",1373,2017-12-19 08:53:34 UTC,2018-03-09 08:24:46 UTC,true,15,,,,,,t_CN
386732-how-to-upload-documents-to-link-to-forms-new-upgrade,386732,如何上傳文件連接到表格？,"",1476,2019-05-10 09:03:18 UTC,2019-08-20 09:45:44 UTC,true,15,,,,,,t_CN
289404,289404,如何將缺陷從表格上解除鏈接？,"",1081,2017-11-30 03:50:05 UTC,2018-03-09 06:05:51 UTC,true,15,,,,,,t_CN
280492,280492,如何從一張圖紙轉去另一張圖紙？,"",1336,2017-10-12 03:02:10 UTC,2019-05-07 08:01:05 UTC,true,15,,,,,,t_CN
285775,285775,如何更新缺陷？,"",1294,2017-11-08 09:03:12 UTC,2019-05-07 05:14:18 UTC,true,15,,,,,,t_CN
280493,280493,如何更改密碼？,"",1240,2017-10-12 03:47:40 UTC,2018-04-16 09:51:47 UTC,true,15,,,,,,t_CN
284571,284571,可以移動一個缺陷圖釘麼？,"",933,2017-11-07 09:38:57 UTC,2018-03-09 04:47:00 UTC,true,15,,,,,,t_CN
312833,312833,如何設置圖紙區域？,"",1105,2018-04-26 09:28:21 UTC,2018-04-27 05:29:19 UTC,true,15,,,,,,t_CN
315828,315828,如何設置權限？（表格）,"",1504,2018-05-10 10:21:58 UTC,2018-05-11 04:22:08 UTC,true,15,,,,,,t_CN
